Symbol,Timestamp,Price
R_50,1741793862,224.247
R_50,1741793864,224.2414
R_50,1741793866,224.2559
R_50,1741793868,224.2761
R_50,1741793870,224.3127
R_50,1741793872,224.3208
R_50,1741793874,224.3278
R_50,1741793876,224.3228
R_50,1741793878,224.3069
R_50,1741793880,224.3732
R_50,1741793882,224.4209
R_50,1741793884,224.4095
R_50,1741793886,224.4536
R_50,1741793888,224.4258
R_50,1741793890,224.447
R_50,1741793892,224.4218
R_50,1741793894,224.4401
R_50,1741793896,224.4073
R_50,1741793898,224.424
R_50,1741793900,224.4339
R_50,1741793902,224.449
R_50,1741793904,224.4466
R_50,1741793906,224.4226
R_50,1741794300,224.6461
R_50,1741794302,224.6699
R_50,1741794304,224.6856
R_50,1741794306,224.6608
R_50,1741794308,224.6806
R_50,1741794310,224.647
R_50,1741794312,224.6042
R_50,1741794314,224.5937
R_50,1741794316,224.542
R_50,1741794318,224.5223
R_50,1741794320,224.4843
R_50,1741794322,224.547
R_50,1741794324,224.5814
R_50,1741794326,224.5964
R_50,1741794328,224.6076
R_50,1741794330,224.5665
R_50,1741794332,224.573
R_50,1741794334,224.5504
R_50,1741794336,224.5252
R_50,1741794338,224.5512
R_50,1741794340,224.5376
R_50,1741794342,224.5463
R_50,1741794344,224.5697
R_50,1741794346,224.5958
R_50,1741794348,224.6134
R_50,1741794350,224.6204
R_50,1741794352,224.6358
R_50,1741794354,224.6581
R_50,1741794356,224.6658
R_50,1741794358,224.7148
R_50,1741794360,224.751
R_50,1741794362,224.7382
R_50,1741794364,224.7798
R_50,1741794366,224.7815
R_50,1741794368,224.7844
R_50,1741794370,224.7914
R_50,1741794372,224.8196
R_50,1741794374,224.862
R_50,1741794376,224.8594
R_50,1741794378,224.8633
R_50,1741794380,224.8668
R_50,1741794382,224.9222
R_50,1741794384,224.9176
R_50,1741794386,224.9029
R_50,1741794388,224.9238
R_50,1741794390,225.011
R_50,1741794392,225.0296
R_50,1741794394,225.0463
R_50,1741794396,225.0217
R_50,1741794398,225.024
R_50,1741794400,225.0559
R_50,1741794402,225.0759
R_50,1741794404,225.0568
R_50,1741794406,224.9937
R_50,1741794408,225.0159
R_50,1741794410,225.0096
R_50,1741794412,224.9755
R_50,1741794414,224.9564
R_50,1741794416,224.962
R_50,1741794418,224.9586
R_50,1741794420,224.9659
R_50,1741794422,224.9804
R_50,1741794424,224.9829
R_50,1741794426,225.0137
R_50,1741794428,225.066
R_50,1741794430,225.0748
R_50,1741794432,225.0173
R_50,1741794434,225.0346
R_50,1741794436,225.0535
R_50,1741794438,225.0162
R_50,1741794440,225.0339
R_50,1741794442,225.0303
R_50,1741794444,225.0061
R_50,1741794446,224.974
R_50,1741794448,224.9696
R_50,1741794450,224.9769
R_50,1741794452,225.0035
R_50,1741794454,225.0195
R_50,1741794456,224.9986
R_50,1741794458,224.9338
R_50,1741794460,224.9135
R_50,1741794462,224.9036
R_50,1741794464,224.8966
R_50,1741794466,224.9381
R_50,1741794468,224.9268
R_50,1741794470,224.8825
R_50,1741794472,224.8661
R_50,1741794474,224.8663
R_50,1741794476,224.8089
R_50,1741794478,224.7672
R_50,1741794480,224.7959
R_50,1741794482,224.7412
R_50,1741794484,224.754
R_50,1741794486,224.7479
R_50,1741794488,224.7417
R_50,1741794490,224.7493
R_50,1741794492,224.7177
R_50,1741794494,224.6637
R_50,1741794496,224.6913
R_50,1741794498,224.7285
R_50,1741794500,224.7194
R_50,1741794502,224.7171
R_50,1741794504,224.6895
R_50,1741794506,224.6925
R_50,1741794508,224.6701
R_50,1741794510,224.7119
R_50,1741794512,224.7265
R_50,1741794514,224.7166
R_50,1741794516,224.7011
R_50,1741794518,224.7172
R_50,1741794520,224.7755
R_50,1741794522,224.7843
R_50,1741794524,224.7639
R_50,1741794526,224.7548
R_50,1741794528,224.768
R_50,1741794530,224.7568
R_50,1741794532,224.7302
R_50,1741794534,224.7449
R_50,1741794536,224.7745
R_50,1741794538,224.7539
R_50,1741794540,224.7611
R_50,1741794542,224.7384
R_50,1741794544,224.7618
R_50,1741794546,224.7397
R_50,1741794548,224.7426
R_50,1741794550,224.7526
R_50,1741794552,224.7523
R_50,1741794554,224.7268
R_50,1741794556,224.7238
R_50,1741794558,224.7601
R_50,1741794560,224.7939
R_50,1741794562,224.8144
R_50,1741794564,224.8663
R_50,1741794566,224.893
R_50,1741794568,224.9182
R_50,1741794570,224.9165
R_50,1741794572,224.9439
R_50,1741794574,224.9222
R_50,1741794576,224.9263
R_50,1741794578,224.9268
R_50,1741794580,224.9445
R_50,1741794582,224.9508
R_50,1741794584,224.9536
R_50,1741794586,224.9787
R_50,1741794588,225.0066
R_50,1741794590,225.0158
R_50,1741794592,224.9961
R_50,1741794594,225.0226
R_50,1741794596,225.029
R_50,1741794598,225.0462
R_50,1741794600,225.0002
R_50,1741794602,224.9455
R_50,1741794604,224.931
R_50,1741794606,224.958
R_50,1741794608,224.9482
R_50,1741794610,224.9038
R_50,1741794612,224.8577
R_50,1741794614,224.9062
R_50,1741794616,224.9241
R_50,1741794618,224.9338
R_50,1741794620,224.936
R_50,1741794622,224.9306
R_50,1741794624,224.868
R_50,1741794626,224.8432
R_50,1741794628,224.8485
R_50,1741794630,224.8514
R_50,1741794632,224.8888
R_50,1741794634,224.8998
R_50,1741794636,224.9095
R_50,1741794638,224.8815
R_50,1741794640,224.88
R_50,1741794642,224.8984
R_50,1741794644,224.8871
R_50,1741794646,224.9292
R_50,1741794648,224.8959
R_50,1741794650,224.8797
R_50,1741794652,224.9145
